motion,mIntv,soa,i1,i2,i3,i4,i5,i6,resp,rt,sub,Am,Gm
1,3,140,14,11,17,11,14,17,0,0.219865212829518,11,14,13.7823480810476
1,2,230,14,23,23,5,5,14,1,0.000109253772052398,11,14,11.7203871786732
2,2,140,5,14,14,5,23,23,0,0.167547212111913,11,14,11.7203871786732
1,3,50,14,17,11,14,17,11,0,0.654377129919339,11,14,13.7823480810476
1,2,170,23,14,23,14,5,5,1,0.417056662736513,11,14,11.7203871786732
1,1,170,28,14,7,7,28,14,1,0.313712421182117,11,16.3333333333333,14
1,3,200,14,17,17,11,11,14,1,0.122426535773457,11,14,13.7823480810476
2,3,200,17,14,11,14,17,11,0,0.367322076519713,11,14,13.7823480810476
1,2,50,23,5,23,14,14,5,1,0.148025902838299,11,14,11.7203871786732
2,1,80,14,7,7,14,28,28,1,0.502811415389488,11,16.3333333333333,14
2,2,80,14,5,23,23,14,5,0,0.165631632063651,11,14,11.7203871786732
2,1,140,7,7,28,14,14,28,1,0.000116964166863909,11,16.3333333333333,14
2,3,80,17,14,11,14,11,17,0,0.327354473778541,11,14,13.7823480810476
2,2,110,14,5,23,23,5,14,0,0.324095243758848,11,14,11.7203871786732
1,2,110,5,23,23,5,14,14,0,0.25690865877209,11,14,11.7203871786732
2,2,80,14,23,14,5,23,5,0,0.639633325472914,11,14,11.7203871786732
1,3,230,17,14,11,17,11,14,1,0.158239220792439,11,14,13.7823480810476
1,3,230,17,11,14,17,11,14,1,0.130991246561052,11,14,13.7823480810476
1,1,230,7,28,7,14,14,28,1,0.0997226267493261,11,16.3333333333333,14
1,1,80,7,14,28,14,28,7,0,0.336601413509698,11,16.3333333333333,14
2,2,80,5,23,14,23,5,14,0,0.281349782471125,11,14,11.7203871786732
1,1,80,7,28,14,28,7,14,0,0.156066351907839,11,16.3333333333333,14
1,3,50,11,17,14,11,17,14,0,0.407659082722603,11,14,13.7823480810476
1,1,80,7,28,14,28,7,14,0,0.0463562416910008,11,16.3333333333333,14
1,3,80,14,14,17,11,11,17,0,0.027230891816771,11,14,13.7823480810476
2,1,110,7,7,28,14,14,28,0,0.0580343504041139,11,16.3333333333333,14
1,3,80,17,17,11,11,14,14,0,0.0369066024161384,11,14,13.7823480810476
1,2,200,5,14,5,23,14,23,0,0.047816765605603,11,14,11.7203871786732
1,1,110,14,7,28,28,14,7,0,0.026591917773203,11,16.3333333333333,14
1,1,50,28,14,7,14,7,28,0,0.0355063030365272,11,16.3333333333333,14
1,1,80,14,7,7,28,28,14,0,0.000113516857027207,11,16.3333333333333,14
1,3,50,14,17,14,17,11,11,0,0.000116249893153508,11,14,13.7823480810476
1,3,200,17,14,17,11,14,11,0,0.000112212368094333,11,14,13.7823480810476
1,2,80,5,14,23,5,14,23,0,0.139057198954333,11,14,11.7203871786732
2,3,50,14,14,11,11,17,17,0,0.137907669725564,11,14,13.7823480810476
2,1,50,7,28,14,28,7,14,0,0.0147094403716892,11,16.3333333333333,14
2,2,50,23,23,14,5,5,14,0,0.0216056232804931,11,14,11.7203871786732
1,2,200,5,5,23,23,14,14,0,0.000112671006945675,11,14,11.7203871786732
1,1,50,7,14,28,14,7,28,0,0.000114065720026701,11,16.3333333333333,14
1,3,140,17,14,17,11,11,14,0,0.000116855145961381,11,14,13.7823480810476
1,2,140,5,14,23,5,23,14,0,0.0950484284273898,11,14,11.7203871786732
1,2,110,23,23,5,14,5,14,0,0.000113896549919446,11,14,11.7203871786732
2,3,110,11,17,17,11,14,14,0,1.50689218605294,11,14,13.7823480810476
1,1,230,28,7,28,14,7,14,0,0.000124772303934151,11,16.3333333333333,14
2,3,110,11,17,11,14,17,14,0,0.0219420085097681,11,14,13.7823480810476
1,3,50,17,14,17,14,11,11,0,0.000122512944017217,11,14,13.7823480810476
1,1,200,7,14,7,28,14,28,0,1.47572457579349,11,16.3333333333333,14
1,1,200,28,14,7,14,7,28,1,0.000144614070222815,11,16.3333333333333,14
1,3,110,11,17,14,17,11,14,1,0.000117287469493021,11,14,13.7823480810476
2,2,140,23,5,14,5,23,14,0,0.217693268741186,11,14,11.7203871786732
2,1,170,7,14,28,7,14,28,1,0.400476776883579,11,16.3333333333333,14
2,2,140,23,14,5,23,5,14,0,0.277249055552602,11,14,11.7203871786732
2,3,110,17,11,11,17,14,14,0,0.0680329464637452,11,14,13.7823480810476
1,2,170,5,14,5,23,23,14,0,0.250858021564909,11,14,11.7203871786732
1,3,110,11,17,11,14,14,17,0,0.0537134919088658,11,14,13.7823480810476
2,2,230,23,14,5,23,5,14,1,0.000115783735736841,11,14,11.7203871786732
1,1,140,28,28,14,14,7,7,0,0.011429676868147,11,16.3333333333333,14
2,3,110,14,17,14,17,11,11,0,0.0343447852908412,11,14,13.7823480810476
1,1,200,14,28,7,14,7,28,1,0.0371921576868317,11,16.3333333333333,14
2,3,200,11,17,14,14,17,11,0,0.276088135541158,11,14,13.7823480810476
2,1,140,14,28,7,14,7,28,0,0.000119031800522862,11,16.3333333333333,14
2,3,110,11,17,14,14,17,11,0,0.000117174689421518,11,14,13.7823480810476
2,1,170,28,14,28,14,7,7,0,0.000114524358650669,11,16.3333333333333,14
1,1,50,28,7,14,28,7,14,0,0.0693325445568007,11,16.3333333333333,14
1,2,170,23,14,5,5,14,23,0,0.151102350267365,11,14,11.7203871786732
1,3,110,17,11,14,14,17,11,0,0.23401079817495,11,14,13.7823480810476
1,2,170,5,23,23,5,14,14,0,4.39071202713558,11,14,11.7203871786732
2,1,200,14,28,28,7,7,14,1,0.205869358008158,11,16.3333333333333,14
1,3,200,17,11,14,14,17,11,0,0.234712177167012,11,14,13.7823480810476
1,2,80,23,14,5,5,23,14,0,0.057487047726454,11,14,11.7203871786732
1,1,140,28,7,14,28,14,7,0,0.0422959689683466,11,16.3333333333333,14
1,3,200,11,14,14,11,17,17,0,0.000116798755925629,11,14,13.7823480810476
2,3,50,14,14,17,11,17,11,0,0.0901076933066634,11,14,13.7823480810476
1,2,50,14,23,5,14,5,23,0,0.0370633967293088,11,14,11.7203871786732
2,1,200,7,28,14,14,7,28,0,0.473779979152823,11,16.3333333333333,14
2,2,110,5,5,23,23,14,14,0,0.000120979135772359,11,14,11.7203871786732
2,2,110,23,5,14,14,23,5,0,0.0274765492727056,11,14,11.7203871786732
2,1,110,28,28,7,7,14,14,0,0.0623157471677587,11,16.3333333333333,14
2,2,50,14,5,23,14,5,23,0,0.0151277978843609,11,14,11.7203871786732
2,3,50,14,11,17,11,17,14,0,0.0241170202148169,11,14,13.7823480810476
2,1,80,14,7,7,28,14,28,0,0.000118434066280315,11,16.3333333333333,14
2,2,80,5,14,23,14,5,23,0,0.000120610720841796,11,14,11.7203871786732
2,3,50,14,17,14,11,17,11,0,0.000116054407726551,11,14,13.7823480810476
2,1,230,28,7,28,14,14,7,0,1.47360612703142,11,16.3333333333333,14
2,3,80,11,17,11,14,17,14,0,0.319967103774616,11,14,13.7823480810476
1,1,140,28,7,14,14,7,28,1,0.0647192361716407,11,16.3333333333333,14
1,3,50,17,11,14,14,11,17,0,0.221610134139837,11,14,13.7823480810476
1,3,80,11,14,17,11,14,17,0,0.0184874171663978,11,14,13.7823480810476
1,3,50,17,14,11,11,17,14,0,0.0454221373522614,11,14,13.7823480810476
2,2,170,23,5,23,5,14,14,1,0.124266038174255,11,14,11.7203871786732
2,3,140,14,17,14,11,11,17,1,0.0697494359289976,11,14,13.7823480810476
2,3,50,11,17,17,14,11,14,0,0.0120617149398186,11,14,13.7823480810476
2,1,200,28,14,7,28,7,14,0,0.244839767263102,11,16.3333333333333,14
1,1,80,14,7,7,28,28,14,0,0.0136978148016169,11,16.3333333333333,14
1,1,200,7,14,14,28,28,7,0,0.148493364775049,11,16.3333333333333,14
2,1,110,28,14,7,7,28,14,0,0.411254513764106,11,16.3333333333333,14
2,1,170,28,14,14,28,7,7,1,0.0739668638607327,11,16.3333333333333,14
1,1,230,28,7,7,14,14,28,1,0.140647637941811,11,16.3333333333333,14
2,3,230,11,17,17,14,11,14,1,0.391504407648426,11,14,13.7823480810476
1,1,200,14,28,28,7,14,7,1,0.000142384785021932,11,16.3333333333333,14
1,3,200,11,14,17,11,17,14,1,0.000115001794256386,11,14,13.7823480810476
1,2,230,5,5,14,23,14,23,1,0.000137678098326433,11,14,11.7203871786732
1,1,170,28,14,28,14,7,7,1,0.000120858837135529,11,16.3333333333333,14
1,1,200,7,14,28,28,14,7,1,0.065693516515239,11,16.3333333333333,14
1,3,200,11,14,11,17,14,17,1,0.00014208779771252,11,14,13.7823480810476
2,1,110,7,14,28,7,14,28,0,0.233459465491023,11,16.3333333333333,14
1,1,80,7,14,28,14,28,7,0,0.0472638427231686,11,16.3333333333333,14
2,1,140,7,7,14,28,28,14,1,0.248115241366349,11,16.3333333333333,14
2,3,50,17,11,17,14,11,14,0,0.0669437244748678,11,14,13.7823480810476
2,2,200,14,5,23,5,14,23,0,0.000138294629323354,11,14,11.7203871786732
1,2,200,5,23,5,14,23,14,1,0.12465488491307,11,14,11.7203871786732
1,3,230,17,11,14,17,14,11,1,0.000115652158910962,11,14,13.7823480810476
2,3,170,11,11,14,17,17,14,1,0.0283840224876712,11,14,13.7823480810476
2,1,170,14,28,14,7,28,7,0,0.0332010830300078,11,16.3333333333333,14
2,3,80,11,14,17,14,17,11,0,0.0700675432751723,11,14,13.7823480810476
1,2,200,5,23,23,14,5,14,1,0.0489272203142264,11,14,11.7203871786732
2,3,80,17,14,11,17,14,11,0,0.197830965294315,11,14,13.7823480810476
2,3,170,17,11,14,14,11,17,0,0.00459750414370319,11,14,13.7823480810476
2,3,170,17,11,14,11,14,17,0,0.109440178739305,11,14,13.7823480810476
1,3,200,14,11,17,11,17,14,0,0.0742169009415647,11,14,13.7823480810476
2,2,170,14,5,23,5,23,14,0,0.373122605218668,11,14,11.7203871786732
1,3,50,17,11,11,14,14,17,0,0.0459550305020002,11,14,13.7823480810476
1,2,230,14,5,23,14,23,5,1,0.000126400095496138,11,14,11.7203871786732
2,1,200,14,7,28,14,7,28,1,0.51357676150451,11,16.3333333333333,14
2,1,230,28,7,14,14,28,7,0,0.0021630269477555,11,16.3333333333333,14
2,2,170,14,23,5,14,23,5,1,0.166997432032986,11,14,11.7203871786732
1,3,80,14,11,14,17,17,11,0,0.16996157686981,11,14,13.7823480810476
1,3,110,14,11,11,17,14,17,0,2.71261775157632,11,14,13.7823480810476
1,3,110,14,14,17,17,11,11,0,0.000141305856004692,11,14,13.7823480810476
2,1,230,28,7,14,14,28,7,0,0.305326233659571,11,16.3333333333333,14
2,2,110,23,14,14,23,5,5,0,0.000120659592312222,11,14,11.7203871786732
2,2,80,14,5,23,23,14,5,0,0.000121249807762069,11,14,11.7203871786732
2,1,50,28,14,7,7,28,14,0,0.000128572990888642,11,16.3333333333333,14
2,2,200,14,5,5,23,23,14,1,0.786750559628217,11,14,11.7203871786732
1,2,230,23,14,5,5,23,14,1,0.65934029322807,11,14,11.7203871786732
2,3,170,17,17,11,14,14,11,0,0.175958872883257,11,14,13.7823480810476
2,3,110,11,17,14,11,14,17,0,0.418781355069086,11,14,13.7823480810476
2,2,80,23,23,14,14,5,5,0,0.465491496727736,11,14,11.7203871786732
1,3,80,14,11,14,17,17,11,0,0.458220211206253,11,14,13.7823480810476
1,3,170,11,14,17,14,11,17,1,0.0369196021943026,11,14,13.7823480810476
2,1,200,7,28,14,7,28,14,1,0.0617381555339307,11,16.3333333333333,14
2,1,200,14,28,14,28,7,7,0,0.542520958630121,11,16.3333333333333,14
1,2,170,5,23,5,23,14,14,1,0.0911470590044701,11,14,11.7203871786732
1,1,80,7,14,28,7,28,14,0,0.0919902851969709,11,16.3333333333333,14
2,3,230,17,11,14,11,17,14,1,0.212782570701165,11,14,13.7823480810476
2,1,140,28,28,7,14,14,7,0,0.0295076536626766,11,16.3333333333333,14
2,2,140,14,5,23,5,14,23,1,0.0543114628935655,11,14,11.7203871786732
1,1,230,14,7,14,28,7,28,1,0.239075346969457,11,16.3333333333333,14
1,3,50,11,17,17,11,14,14,0,0.0269646181711778,11,14,13.7823480810476
2,3,230,17,11,14,11,14,17,1,0.00012072726030965,11,14,13.7823480810476
1,2,140,14,14,5,23,23,5,0,0.000120509218959342,11,14,11.7203871786732
2,3,140,17,11,17,11,14,14,1,0.000117708514835613,11,14,13.7823480810476
2,1,80,14,28,28,7,7,14,0,0.696419110746547,11,16.3333333333333,14
2,1,140,28,14,28,14,7,7,1,0.000142091556881496,11,16.3333333333333,14
1,2,80,5,23,23,5,14,14,0,0.0579868963277477,11,14,11.7203871786732
1,2,200,5,23,23,14,14,5,1,0.0448318767623732,11,14,11.7203871786732
2,3,140,17,14,11,17,14,11,0,0.000123482852359302,11,14,13.7823480810476
2,1,170,28,14,7,14,28,7,1,0.0525069937286844,11,16.3333333333333,14
1,2,200,23,14,14,5,23,5,0,0.000136008953859346,11,14,11.7203871786732
2,2,80,23,14,14,5,5,23,1,0.0222782245689359,11,14,11.7203871786732
1,3,80,11,17,14,17,14,11,0,0.000117246116815295,11,14,13.7823480810476
1,3,170,17,14,11,14,11,17,0,0.13604124673202,11,14,13.7823480810476
1,3,170,17,11,11,17,14,14,0,0.0548302284648798,11,14,13.7823480810476
2,1,50,14,14,7,7,28,28,0,0.131662441858452,11,16.3333333333333,14
1,3,80,17,14,11,11,17,14,0,0.0164899625776798,11,14,13.7823480810476
2,1,230,7,14,28,28,7,14,1,0.000120501700166642,11,16.3333333333333,14
1,3,140,11,17,17,14,14,11,0,0.000124791100688526,11,14,13.7823480810476
2,3,140,17,14,11,17,14,11,1,0.204998662360595,11,14,13.7823480810476
2,3,200,11,17,14,17,11,14,0,0.000120896430416906,11,14,13.7823480810476
2,2,50,23,14,14,5,5,23,0,0.0327533726353977,11,14,11.7203871786732
1,3,80,17,14,17,11,14,11,0,0.0776459325711585,11,14,13.7823480810476
1,3,50,14,17,11,14,17,11,0,0.00012072726030965,11,14,13.7823480810476
1,2,50,14,23,5,5,23,14,0,0.000118471659789066,11,14,11.7203871786732
1,2,110,5,14,5,14,23,23,0,0.000120663351708572,11,14,11.7203871786732
2,3,170,17,14,14,17,11,11,1,0.223201231010989,11,14,13.7823480810476
2,3,110,11,11,14,17,17,14,1,0.506022353001526,11,14,13.7823480810476
2,2,230,14,23,5,14,23,5,1,0.0686936005879488,11,14,11.7203871786732
2,1,50,7,14,7,28,28,14,0,0.123519731378565,11,16.3333333333333,14
1,3,80,11,14,14,11,17,17,0,0.0624649889782631,11,14,13.7823480810476
1,2,80,23,14,5,5,23,14,0,0.00539926111991917,11,14,11.7203871786732
1,1,110,7,28,14,28,14,7,0,0.0102530353206021,11,16.3333333333333,14
2,1,110,7,28,28,14,14,7,1,0.0470893569829514,11,16.3333333333333,14
2,2,170,23,23,14,5,5,14,0,0.0698842118213179,11,14,11.7203871786732
1,2,200,14,23,23,5,14,5,1,0.461885400454548,11,14,11.7203871786732
1,1,110,28,14,28,14,7,7,0,0.05950408468766,11,16.3333333333333,14
2,2,140,23,14,5,14,23,5,0,0.178304641068962,11,14,11.7203871786732
1,3,170,11,14,17,14,11,17,1,0.0671275784759473,11,14,13.7823480810476
2,2,110,5,5,14,23,23,14,0,0.112027751063806,11,14,11.7203871786732
1,3,230,11,14,17,14,17,11,1,0.0988664722065096,11,14,13.7823480810476
1,2,110,5,14,23,14,5,23,0,0.0517356986379127,11,14,11.7203871786732
2,3,50,14,11,17,17,11,14,0,0.0934465046734658,11,14,13.7823480810476
1,2,50,14,5,23,23,5,14,0,0.000118313767643485,11,14,11.7203871786732
1,2,50,5,23,5,14,23,14,0,0.000118513012466792,11,14,11.7203871786732
2,1,170,7,28,7,14,28,14,1,0.0840388534029444,11,16.3333333333333,14
2,1,110,7,14,14,28,7,28,0,0.0447961104559909,11,16.3333333333333,14
1,1,230,28,14,7,14,28,7,1,0.0896224083662673,11,16.3333333333333,14
2,2,230,5,23,23,14,5,14,0,0.000131509031007226,11,14,11.7203871786732
2,3,170,17,11,11,14,14,17,1,0.065301951777883,11,14,13.7823480810476
1,2,50,23,14,5,14,23,5,0,0.0222304622272986,11,14,11.7203871786732
2,2,140,23,5,14,5,14,23,0,0.585057152816944,11,14,11.7203871786732
1,1,140,28,7,28,14,14,7,0,0.195679603561075,11,16.3333333333333,14
1,2,140,5,23,5,14,23,14,0,0.070486148903683,11,14,11.7203871786732
1,1,50,7,7,14,28,14,28,0,0.0773566630782625,11,16.3333333333333,14
1,1,140,7,14,7,28,28,14,0,0.000117806257549091,11,16.3333333333333,14
2,1,50,14,28,7,28,14,7,0,0.000124110661090526,11,16.3333333333333,14
1,1,110,28,7,14,28,7,14,0,0.223920177372293,11,16.3333333333333,14
1,1,80,7,28,14,28,14,7,0,0.000122930230190832,11,16.3333333333333,14
1,2,140,23,14,5,14,23,5,1,0.125541433673334,11,14,11.7203871786732
1,2,140,23,5,14,14,5,23,0,0.0264068156729991,11,14,11.7203871786732
1,2,50,23,14,5,23,5,14,0,0.00335325472906334,11,14,11.7203871786732
1,2,110,5,14,23,5,23,14,0,0.0662540670871294,11,14,11.7203871786732
2,2,140,5,23,5,23,14,14,1,0.28518496505535,11,14,11.7203871786732
2,2,110,23,14,23,14,5,5,0,0.404000145246982,11,14,11.7203871786732
2,3,230,14,11,17,17,14,11,1,0.000136903675638678,11,14,13.7823480810476
1,3,80,14,11,17,11,14,17,0,0.529518090599822,11,14,13.7823480810476
2,3,140,14,14,11,17,17,11,1,0.248248581192911,11,14,13.7823480810476
1,2,140,5,14,5,23,23,14,0,0.000118888945962681,11,14,11.7203871786732
2,1,110,28,28,7,7,14,14,0,0.299937968592531,11,16.3333333333333,14
1,3,140,14,11,11,17,17,14,1,0.160693667572332,11,14,13.7823480810476
1,2,230,5,23,14,5,23,14,1,0.111502282599304,11,14,11.7203871786732
1,1,140,14,28,7,7,28,14,0,0.212325360468867,11,16.3333333333333,14
2,2,110,5,23,14,5,14,23,0,0.145188691922613,11,14,11.7203871786732
1,3,230,11,14,17,14,11,17,0,0.329970571931426,11,14,13.7823480810476
1,1,80,7,14,28,7,14,28,0,0.338726121563241,11,16.3333333333333,14
1,3,140,17,14,17,11,11,14,0,0.111388307103425,11,14,13.7823480810476
1,2,110,23,14,5,14,5,23,0,0.380329715144853,11,14,11.7203871786732
1,2,170,23,23,5,14,5,14,1,0.481048362468073,11,14,11.7203871786732
1,2,230,23,14,5,14,5,23,1,0.043699396114107,11,14,11.7203871786732
2,1,50,7,28,28,14,14,7,0,0.246556583790607,11,16.3333333333333,14
2,1,140,14,14,28,28,7,7,1,0.133352202457218,11,16.3333333333333,14
2,3,170,17,11,14,17,11,14,0,0.208156420430214,11,14,13.7823480810476
2,2,110,5,23,5,14,23,14,1,0.13903264674218,11,14,11.7203871786732
1,2,230,5,14,23,5,23,14,1,0.118946884708066,11,14,11.7203871786732
1,1,50,7,14,14,28,7,28,0,0.127716937851346,11,16.3333333333333,14
1,1,50,14,7,28,14,28,7,0,0.204587624271653,11,16.3333333333333,14
1,3,230,11,14,11,17,17,14,1,0.000124046752489448,11,14,13.7823480810476
2,3,170,17,11,11,14,14,17,0,0.0282915203088123,11,14,13.7823480810476
2,2,170,5,5,23,23,14,14,0,0.693170034688592,11,14,11.7203871786732
1,3,80,11,14,14,17,11,17,0,0.255818917995384,11,14,13.7823480810476
2,1,80,14,7,14,28,7,28,0,0.142560616530773,11,16.3333333333333,14
2,1,80,7,28,14,7,14,28,0,0.999325731617773,11,16.3333333333333,14
2,3,50,11,17,17,14,11,14,0,0.119862651014046,11,14,13.7823480810476
2,3,50,17,11,14,11,14,17,0,0.300774747526475,11,14,13.7823480810476
2,1,50,14,14,7,7,28,28,0,0.0636243563849348,11,16.3333333333333,14
2,1,110,28,14,7,7,14,28,0,0.118368778045578,11,16.3333333333333,14
2,3,80,14,11,17,11,14,17,0,0.0732549812887555,11,14,13.7823480810476
1,3,50,14,17,11,14,17,11,0,0.000123238495461919,11,14,13.7823480810476
1,2,140,23,14,5,23,5,14,1,0.0630834445755681,11,14,11.7203871786732
2,1,170,28,28,7,7,14,14,0,0.000120182156933879,11,16.3333333333333,14
2,2,50,14,23,23,5,5,14,0,0.034845618837835,11,14,11.7203871786732
1,2,80,5,5,14,23,14,23,0,0.000136339775508532,11,14,11.7203871786732
1,3,140,11,11,14,17,17,14,0,0.0046271615317437,11,14,13.7823480810476
1,3,110,14,17,17,11,11,14,0,0.0374897729020631,11,14,13.7823480810476
2,2,110,5,5,14,23,14,23,0,0.000121584388580231,11,14,11.7203871786732
1,3,170,14,17,17,11,11,14,0,0.000119050597277237,11,14,13.7823480810476
2,3,230,14,14,17,17,11,11,0,1.96009976111145,11,14,13.7823480810476
1,2,50,5,14,5,23,23,14,0,0.000126317390368058,11,14,11.7203871786732
1,2,80,14,23,5,23,5,14,0,0.000128678252167447,11,14,11.7203871786732
2,2,230,14,5,23,5,23,14,1,0.072010739392681,11,14,11.7203871786732
1,1,170,28,7,28,14,14,7,0,0.222778569060665,11,16.3333333333333,14
1,3,200,11,17,11,14,17,14,0,0.251569250012835,11,14,13.7823480810476
2,3,200,17,11,17,11,14,14,1,0.000120674629670248,11,14,13.7823480810476
1,1,230,14,28,7,14,28,7,0,0.105102681430481,11,16.3333333333333,14
2,3,230,17,11,14,14,11,17,0,0.0159169197381743,11,14,13.7823480810476
2,2,170,14,23,23,5,14,5,0,0.00012151672035543,11,14,11.7203871786732
2,3,140,17,11,14,14,11,17,0,0.000120877633662531,11,14,13.7823480810476
2,1,200,28,14,7,7,28,14,1,0.730436499376083,11,16.3333333333333,14
1,2,230,5,14,23,14,5,23,0,0.344973394508088,11,14,11.7203871786732
1,3,110,14,11,11,14,17,17,0,0.00783763674576221,11,14,13.7823480810476
1,3,170,17,11,11,14,14,17,1,0.704657266963977,11,14,13.7823480810476
1,3,230,14,11,17,11,14,17,0,0.000127009107927734,11,14,13.7823480810476
2,2,80,14,23,23,5,5,14,0,0.504244541275739,11,14,11.7203871786732
1,2,80,23,23,14,5,14,5,0,0.08696564173556,11,14,11.7203871786732
1,2,170,23,14,5,5,23,14,0,0.00014260282637224,11,14,11.7203871786732
1,3,140,17,11,14,14,17,11,0,0.000120257343496633,11,14,13.7823480810476
1,3,110,11,14,17,11,17,14,1,0.262568787614782,11,14,13.7823480810476
2,2,200,14,5,14,23,5,23,0,0.0313223219015981,11,14,11.7203871786732
2,1,140,28,28,14,7,7,14,0,0.000149264366427815,11,16.3333333333333,14
1,2,200,5,23,23,5,14,14,0,0.0551500500673683,11,14,11.7203871786732
1,1,50,7,14,14,28,28,7,0,0.000132287213091331,11,16.3333333333333,14
2,1,110,7,14,14,7,28,28,0,0.208714283078052,11,16.3333333333333,14
1,3,140,17,11,17,14,14,11,0,0.147538426205983,11,14,13.7823480810476
2,2,140,5,5,23,14,23,14,1,0.258355791937902,11,14,11.7203871786732
2,2,110,14,23,23,5,5,14,0,0.00012115958384129,11,14,11.7203871786732
1,1,170,7,28,28,7,14,14,0,0.183989220621697,11,16.3333333333333,14
1,1,140,28,14,7,14,7,28,0,0.0327861201960786,11,16.3333333333333,14
2,2,140,23,23,14,5,14,5,1,0.0457129143383099,11,14,11.7203871786732
2,2,230,23,23,5,14,14,5,1,0.234547450658738,11,14,11.7203871786732
1,3,50,14,11,17,11,14,17,0,0.179387592488183,11,14,13.7823480810476
1,2,140,23,5,14,23,5,14,0,0.000122667076766447,11,14,11.7203871786732
2,3,200,11,14,14,11,17,17,1,0.119157084123572,11,14,13.7823480810476
2,1,140,28,14,14,28,7,7,0,0.000121934006529045,11,16.3333333333333,14
2,3,110,11,14,14,17,11,17,1,0.184872280719674,11,14,13.7823480810476
2,3,230,11,14,17,14,17,11,0,0.00012299789818826,11,14,13.7823480810476
2,3,170,11,14,11,14,17,17,0,0.0586689373044464,11,14,13.7823480810476
2,3,200,11,14,17,11,17,14,0,2.12542854872618,11,14,13.7823480810476
2,1,230,14,7,7,14,28,28,0,0.000140366022378657,11,16.3333333333333,14
2,3,230,11,14,14,17,11,17,0,0.000150771859580345,11,14,13.7823480810476
2,2,140,23,14,14,5,23,5,0,0.000121418977641952,11,14,11.7203871786732
2,1,170,7,28,28,14,7,14,0,0.00606637002101706,11,16.3333333333333,14
1,3,230,11,11,14,17,14,17,0,0.670899809982757,11,14,13.7823480810476
1,1,170,28,7,7,14,14,28,0,0.00549299260092084,11,16.3333333333333,14
1,2,110,14,23,5,14,23,5,0,0.000123249773650969,11,14,11.7203871786732
1,2,170,5,5,14,23,14,23,0,0.000122219716104155,11,14,11.7203871786732
2,2,80,23,5,14,14,23,5,0,0.000142091556881496,11,14,11.7203871786732
2,3,140,17,17,11,11,14,14,0,0.000132580441231767,11,14,13.7823480810476
2,3,80,17,14,17,11,14,11,0,0.000155283060848888,11,14,13.7823480810476
1,3,110,14,11,14,17,11,17,0,0.0001227497821219,11,14,13.7823480810476
1,1,110,7,14,28,28,7,14,0,0.000124373814514911,11,16.3333333333333,14
2,2,200,23,14,23,5,5,14,0,0.000133399976220971,11,14,11.7203871786732
2,3,230,14,11,17,17,11,14,0,1.18547422737129,11,14,13.7823480810476
1,1,80,14,7,14,28,28,7,0,0.000149749320598858,11,16.3333333333333,14
1,3,140,17,11,14,14,11,17,0,0.000121610703899933,11,14,13.7823480810476
2,2,230,23,5,23,14,5,14,0,0.000122625724088721,11,14,11.7203871786732
1,2,140,14,14,23,23,5,5,0,0.00012382495174279,11,14,11.7203871786732
1,1,110,28,14,7,7,14,28,0,1.13932935048956,11,16.3333333333333,14
2,2,230,5,5,14,14,23,23,0,0.000135520240519327,11,14,11.7203871786732
1,1,50,7,14,7,14,28,28,0,0.000161662650953076,11,16.3333333333333,14
2,2,50,5,14,23,23,14,5,0,0.000126009124869597,11,14,11.7203871786732
2,1,50,14,28,14,7,7,28,0,0.000129362451161796,11,16.3333333333333,14
2,3,110,17,11,14,17,14,11,0,0.0862712964576531,11,14,13.7823480810476
2,3,170,11,11,14,14,17,17,0,0.000125317407309922,11,14,13.7823480810476
1,3,140,11,17,14,17,14,11,0,0.0741089629364069,11,14,13.7823480810476
2,3,200,14,11,17,14,17,11,1,0.300896339433848,11,14,13.7823480810476
2,2,200,23,14,23,5,14,5,0,0.0537084919947119,11,14,11.7203871786732
1,1,140,14,14,7,28,28,7,0,0.0204345793817993,11,16.3333333333333,14
2,1,80,14,28,7,7,28,14,0,0.0812251871980152,11,16.3333333333333,14
1,3,50,11,14,14,11,17,17,0,0.0661434298799577,11,14,13.7823480810476
1,2,230,14,23,5,23,14,5,1,0.0790285104494615,11,14,11.7203871786732
1,1,200,14,14,7,28,7,28,1,0.309782341723349,11,16.3333333333333,14
1,1,140,28,14,7,7,14,28,0,0.0763841120278812,11,16.3333333333333,14
2,2,170,14,5,14,23,5,23,1,0.315319795970936,11,14,11.7203871786732
1,3,140,11,17,11,17,14,14,0,0.0461831393859029,11,14,13.7823480810476
1,1,230,14,14,28,7,28,7,0,0.168957879735444,11,16.3333333333333,14
2,2,50,14,14,23,5,23,5,0,0.0898182208097751,11,14,11.7203871786732
1,1,170,7,28,28,14,7,14,0,1.9565857008597,11,16.3333333333333,14
2,2,50,23,14,23,14,5,5,0,0.000163948326644459,11,14,11.7203871786732
2,3,140,11,14,11,14,17,17,0,0.000120599443107494,11,14,13.7823480810476
1,3,230,11,14,11,17,14,17,1,0.00256536593678902,11,14,13.7823480810476
1,2,140,23,23,5,14,5,14,0,0.000123129475014139,11,14,11.7203871786732
2,1,50,14,7,7,28,14,28,0,0.000124106901694176,11,16.3333333333333,14
2,2,200,5,23,14,14,5,23,0,0.000123294885725045,11,14,11.7203871786732
1,1,200,14,7,28,14,28,7,1,0.0160025799286814,11,16.3333333333333,14
